Time (s)	Bar:Beat:Tick	Pitch	Note #	Velocity	Sustain	Duration (s)	Duration (tk)	Ch	Program (Inst.)
5,571	5:2:0	B3	59	64	OFF	0,342	153	0	N/A
5,571	5:2:0	E4	64	64	OFF	0,342	153	0	N/A
5,571	5:2:0	B4	71	80	OFF	0,114	51	0	N/A
5,714	5:2:64	A#4	70	80	OFF	0,114	51	0	N/A
5,857	5:2:128	B4	71	80	OFF	0,114	51	0	N/A
6,000	5:3:0	B3	59	64	OFF	0,342	153	0	N/A
6,000	5:3:0	E4	64	64	OFF	0,342	153	0	N/A
6,000	5:3:0	G#4	68	64	OFF	0,342	153	0	N/A
6,000	5:3:0	D#5	75	80	OFF	0,114	51	0	N/A
6,143	5:3:64	C#5	73	80	OFF	0,114	51	0	N/A
6,286	5:3:128	B4	71	80	OFF	0,114	51	0	N/A
6,429	6:1:0	F#3	54	64	OFF	0,342	153	0	N/A
6,429	6:1:0	D#5	75	80	OFF	0,342	153	0	N/A
6,857	6:2:0	A#3	58	64	OFF	0,342	153	0	N/A
6,857	6:2:0	C#4	61	64	OFF	0,342	153	0	N/A
6,857	6:2:0	C#5	73	80	OFF	0,342	153	0	N/A
7,286	6:3:0	B3	59	64	OFF	0,342	153	0	N/A
7,286	6:3:0	D#4	63	64	OFF	0,342	153	0	N/A
7,286	6:3:0	F#4	66	80	OFF	0,342	153	0	N/A
7,714	7:1:0	A#3	58	64	OFF	0,342	153	0	N/A
7,714	7:1:0	C#4	61	64	OFF	0,342	153	0	N/A
7,714	7:1:0	F#4	66	80	OFF	0,114	51	0	N/A
7,857	7:1:64	G#4	68	80	OFF	0,114	51	0	N/A
8,000	7:1:128	E4	64	80	OFF	0,114	51	0	N/A
8,143	7:2:0	F#3	54	64	OFF	0,342	153	0	N/A
8,143	7:2:0	F#4	66	80	OFF	0,114	51	0	N/A
8,286	7:2:64	G#4	68	80	OFF	0,114	51	0	N/A
8,429	7:2:128	A#4	70	80	OFF	0,114	51	0	N/A
8,571	7:3:0	A#3	58	64	OFF	0,342	153	0	N/A
8,571	7:3:0	C#4	61	64	OFF	0,342	153	0	N/A
8,571	7:3:0	E4	64	64	OFF	0,342	153	0	N/A
8,571	7:3:0	B4	71	80	OFF	0,114	51	0	N/A
8,714	7:3:64	C#5	73	80	OFF	0,114	51	0	N/A
8,857	7:3:128	D#5	75	80	OFF	0,114	51	0	N/A
9,000	8:1:0	B2	47	64	OFF	0,342	153	0	N/A
9,000	8:1:0	E5	76	80	OFF	0,342	153	0	N/A
9,429	8:2:0	F#3	54	64	OFF	0,342	153	0	N/A
9,429	8:2:0	B3	59	64	OFF	0,342	153	0	N/A
9,429	8:2:0	D#5	75	80	OFF	0,685	307	0	N/A
9,857	8:3:0	B3	59	64	OFF	0,342	153	0	N/A
9,857	8:3:0	D#4	63	64	OFF	0,342	153	0	N/A
