Time (s)	Bar:Beat:Tick	Pitch	Note #	Velocity	Sustain	Duration (s)	Duration (tk)	Ch	Program (Inst.)
0,000	1:1:0	C3	48	64	OFF	0,126	45	0	0 (Acoustic Grand Piano)
0,134	1:1:48	B2	47	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
0,134	1:1:48	G4	67	84	OFF	0,106	38	0	0 (Acoustic Grand Piano)
0,268	1:1:96	A2	45	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
0,268	1:1:96	C5	72	84	OFF	0,106	38	0	0 (Acoustic Grand Piano)
0,402	1:1:144	G2	43	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
0,402	1:1:144	D5	74	84	OFF	0,106	38	0	0 (Acoustic Grand Piano)
0,536	1:2:0	C3	48	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
0,536	1:2:0	E5	76	84	OFF	0,212	76	0	0 (Acoustic Grand Piano)
0,670	1:2:48	E3	52	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
0,804	1:2:96	G3	55	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
0,804	1:2:96	C5	72	84	OFF	0,212	76	0	0 (Acoustic Grand Piano)
0,937	1:2:144	C4	60	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
1,071	1:3:0	C3	48	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
1,071	1:3:0	G4	67	84	OFF	0,212	76	0	0 (Acoustic Grand Piano)
1,205	1:3:48	E3	52	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
1,339	1:3:96	G3	55	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
1,339	1:3:96	G5	79	84	OFF	0,212	76	0	0 (Acoustic Grand Piano)
1,473	1:3:144	C4	60	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
1,607	1:4:0	C3	48	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
1,607	1:4:0	F5	77	84	OFF	0,212	76	0	0 (Acoustic Grand Piano)
1,741	1:4:48	F3	53	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
1,875	1:4:96	A3	57	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
1,875	1:4:96	E5	76	84	OFF	0,106	38	0	0 (Acoustic Grand Piano)
2,009	1:4:144	C4	60	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
2,009	1:4:144	D5	74	84	OFF	0,106	38	0	0 (Acoustic Grand Piano)
2,143	2:1:0	C3	48	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
2,143	2:1:0	E5	76	84	OFF	0,212	76	0	0 (Acoustic Grand Piano)
2,277	2:1:48	E3	52	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
2,411	2:1:96	G3	55	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
2,411	2:1:96	G5	79	84	OFF	0,212	76	0	0 (Acoustic Grand Piano)
2,545	2:1:144	C4	60	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
2,679	2:2:0	E3	52	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
2,812	2:2:48	G3	55	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
2,946	2:2:96	C4	60	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
2,946	2:2:96	G4	67	84	OFF	0,212	76	0	0 (Acoustic Grand Piano)
3,080	2:2:144	E4	64	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
3,214	2:3:0	D3	50	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
3,214	2:3:0	A4	69	84	OFF	0,212	76	0	0 (Acoustic Grand Piano)
3,348	2:3:48	F3	53	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
3,482	2:3:96	A3	57	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
3,482	2:3:96	B4	71	84	OFF	0,106	38	0	0 (Acoustic Grand Piano)
3,616	2:3:144	D4	62	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
3,616	2:3:144	C5	72	84	OFF	0,106	38	0	0 (Acoustic Grand Piano)
3,750	2:4:0	B2	47	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
3,750	2:4:0	G4	67	84	OFF	0,212	76	0	0 (Acoustic Grand Piano)
3,884	2:4:48	D3	50	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
4,018	2:4:96	G3	55	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
4,018	2:4:96	F4	65	84	OFF	0,212	76	0	0 (Acoustic Grand Piano)
4,152	2:4:144	B3	59	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
4,286	3:1:0	C3	48	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
4,286	3:1:0	E4	64	84	OFF	0,427	153	0	0 (Acoustic Grand Piano)
4,420	3:1:48	E3	52	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
4,554	3:1:96	G3	55	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
4,687	3:1:144	C4	60	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
4,821	3:2:0	F3	53	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
4,955	3:2:48	A3	57	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
5,089	3:2:96	C4	60	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
5,089	3:2:96	C5	72	84	OFF	0,106	38	0	0 (Acoustic Grand Piano)
5,223	3:2:144	A3	57	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
5,223	3:2:144	D5	74	84	OFF	0,106	38	0	0 (Acoustic Grand Piano)
5,357	3:3:0	C3	48	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
5,357	3:3:0	E5	76	84	OFF	0,212	76	0	0 (Acoustic Grand Piano)
5,491	3:3:48	E3	52	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
5,625	3:3:96	G3	55	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
5,625	3:3:96	C5	72	84	OFF	0,212	76	0	0 (Acoustic Grand Piano)
5,759	3:3:144	C4	60	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
5,893	3:4:0	F3	53	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
6,027	3:4:48	A3	57	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
6,161	3:4:96	C4	60	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
6,161	3:4:96	F5	77	84	OFF	0,106	38	0	0 (Acoustic Grand Piano)
6,295	3:4:144	F3	53	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
6,295	3:4:144	G5	79	84	OFF	0,106	38	0	0 (Acoustic Grand Piano)
6,429	4:1:0	E3	52	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
6,429	4:1:0	A5	81	84	OFF	0,212	76	0	0 (Acoustic Grand Piano)
6,562	4:1:48	G3	55	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
6,696	4:1:96	C4	60	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
6,696	4:1:96	G5	79	84	OFF	0,212	76	0	0 (Acoustic Grand Piano)
6,830	4:1:144	E4	64	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
6,964	4:2:0	F3	53	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
7,098	4:2:48	A3	57	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
7,232	4:2:96	C4	60	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
7,232	4:2:96	C5	72	84	OFF	0,106	38	0	0 (Acoustic Grand Piano)
7,366	4:2:144	A3	57	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
7,366	4:2:144	D5	74	84	OFF	0,106	38	0	0 (Acoustic Grand Piano)
7,500	4:3:0	C3	48	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
7,500	4:3:0	E5	76	84	OFF	0,212	76	0	0 (Acoustic Grand Piano)
7,634	4:3:48	E3	52	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
7,768	4:3:96	G3	55	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
7,768	4:3:96	C5	72	84	OFF	0,212	76	0	0 (Acoustic Grand Piano)
7,902	4:3:144	C4	60	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
8,036	4:4:0	F3	53	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
8,036	4:4:0	A4	69	84	OFF	0,321	115	0	0 (Acoustic Grand Piano)
8,170	4:4:48	A3	57	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
8,304	4:4:96	F3	53	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
8,437	4:4:144	D3	50	64	OFF	0,106	38	0	0 (Acoustic Grand Piano)
8,437	4:4:144	C5	72	84	OFF	0,106	38	0	0 (Acoustic Grand Piano)
8,571	5:1:0	C3	48	64	OFF	0,502	180	0	0 (Acoustic Grand Piano)
8,571	5:1:0	C5	72	84	OFF	0,427	153	0	0 (Acoustic Grand Piano)
