Time (s)	Bar:Beat:Tick	Pitch	Note #	Velocity	Sustain	Duration (s)	Duration (tk)	Ch	Program (Inst.)
0,000	1:1:0	F1	29	76	OFF	0,170	76	0	N/A
0,000	1:1:0	F2	41	76	OFF	0,170	76	0	N/A
0,000	1:1:0	F3	53	76	OFF	0,170	76	0	N/A
0,000	1:1:0	F4	65	76	OFF	0,170	76	0	N/A
0,214	1:1:96	C2	36	76	OFF	0,170	76	0	N/A
0,214	1:1:96	F3	53	76	OFF	0,170	76	0	N/A
0,214	1:1:96	F4	65	76	OFF	0,170	76	0	N/A
0,429	1:2:0	F1	29	76	OFF	0,170	76	0	N/A
0,429	1:2:0	F2	41	76	OFF	0,170	76	0	N/A
0,429	1:2:0	F3	53	76	OFF	0,114	51	0	N/A
0,429	1:2:0	F4	65	76	OFF	0,114	51	0	N/A
0,571	1:2:64	F3	53	76	OFF	0,114	51	0	N/A
0,571	1:2:64	F4	65	76	OFF	0,114	51	0	N/A
0,643	1:2:96	C#2	37	76	OFF	0,170	76	0	N/A
0,714	1:2:128	F3	53	76	OFF	0,114	51	0	N/A
0,714	1:2:128	F4	65	76	OFF	0,114	51	0	N/A
0,857	1:3:0	F1	29	76	OFF	0,170	76	0	N/A
0,857	1:3:0	F2	41	76	OFF	0,170	76	0	N/A
0,857	1:3:0	F3	53	76	OFF	1,714	768	0	N/A
0,857	1:3:0	F4	65	76	OFF	1,714	768	0	N/A
1,071	1:3:96	G#1	32	76	OFF	0,170	76	0	N/A
1,071	1:3:96	G#2	44	76	OFF	0,170	76	0	N/A
1,286	2:1:0	F1	29	76	OFF	0,170	76	0	N/A
1,286	2:1:0	F2	41	76	OFF	0,170	76	0	N/A
1,500	2:1:96	C2	36	76	OFF	0,170	76	0	N/A
1,714	2:2:0	F1	29	76	OFF	0,170	76	0	N/A
1,714	2:2:0	F2	41	76	OFF	0,170	76	0	N/A
1,929	2:2:96	C#2	37	76	OFF	0,170	76	0	N/A
2,143	2:3:0	F1	29	76	OFF	0,170	76	0	N/A
2,143	2:3:0	F2	41	76	OFF	0,170	76	0	N/A
2,357	2:3:96	C2	36	76	OFF	0,170	76	0	N/A
2,571	3:1:0	F1	29	76	OFF	0,170	76	0	N/A
2,571	3:1:0	F2	41	76	OFF	0,170	76	0	N/A
2,571	3:1:0	F3	53	76	OFF	0,170	76	0	N/A
2,571	3:1:0	C4	60	76	OFF	0,170	76	0	N/A
2,571	3:1:0	F4	65	76	OFF	0,170	76	0	N/A
2,786	3:1:96	C2	36	76	OFF	0,170	76	0	N/A
2,786	3:1:96	F3	53	76	OFF	0,170	76	0	N/A
2,786	3:1:96	C4	60	76	OFF	0,170	76	0	N/A
2,786	3:1:96	F4	65	76	OFF	0,170	76	0	N/A
3,000	3:2:0	F1	29	76	OFF	0,170	76	0	N/A
3,000	3:2:0	F2	41	76	OFF	0,170	76	0	N/A
3,000	3:2:0	F3	53	76	OFF	0,114	51	0	N/A
3,000	3:2:0	C4	60	76	OFF	0,114	51	0	N/A
3,000	3:2:0	F4	65	76	OFF	0,114	51	0	N/A
3,143	3:2:64	F3	53	76	OFF	0,114	51	0	N/A
3,143	3:2:64	C4	60	76	OFF	0,114	51	0	N/A
3,143	3:2:64	F4	65	76	OFF	0,114	51	0	N/A
3,214	3:2:96	C#2	37	76	OFF	0,170	76	0	N/A
3,286	3:2:128	F3	53	76	OFF	0,114	51	0	N/A
3,286	3:2:128	C4	60	76	OFF	0,114	51	0	N/A
3,286	3:2:128	F4	65	76	OFF	0,114	51	0	N/A
3,429	3:3:0	F1	29	76	OFF	0,170	76	0	N/A
3,429	3:3:0	F2	41	76	OFF	0,170	76	0	N/A
3,429	3:3:0	F3	53	76	OFF	1,714	768	0	N/A
3,429	3:3:0	C4	60	76	OFF	2,036	912	0	N/A
3,429	3:3:0	F4	65	76	OFF	1,714	768	0	N/A
3,643	3:3:96	G#1	32	76	OFF	0,170	76	0	N/A
3,643	3:3:96	G#2	44	76	OFF	0,170	76	0	N/A
3,857	4:1:0	F1	29	76	OFF	0,170	76	0	N/A
3,857	4:1:0	F2	41	76	OFF	0,170	76	0	N/A
4,071	4:1:96	C2	36	76	OFF	0,170	76	0	N/A
4,286	4:2:0	F1	29	76	OFF	0,170	76	0	N/A
4,286	4:2:0	F2	41	76	OFF	0,170	76	0	N/A
4,500	4:2:96	C#2	37	76	OFF	0,170	76	0	N/A
4,714	4:3:0	A#0	22	76	OFF	0,170	76	0	N/A
4,714	4:3:0	G#1	32	76	OFF	0,170	76	0	N/A
4,714	4:3:0	C#2	37	76	OFF	0,170	76	0	N/A
4,929	4:3:96	C1	24	76	OFF	0,170	76	0	N/A
4,929	4:3:96	G1	31	76	OFF	0,170	76	0	N/A
4,929	4:3:96	C2	36	76	OFF	0,170	76	0	N/A
5,143	5:1:0	F1	29	76	OFF	0,170	76	0	N/A
5,143	5:1:0	F2	41	76	OFF	0,170	76	0	N/A
5,143	5:1:0	F3	53	76	OFF	0,342	153	0	N/A
5,143	5:1:0	F4	65	76	OFF	0,342	153	0	N/A
5,357	5:1:96	C2	36	76	OFF	0,170	76	0	N/A
5,571	5:2:0	F1	29	76	OFF	0,170	76	0	N/A
5,571	5:2:0	F2	41	76	OFF	0,170	76	0	N/A
5,571	5:2:0	F3	53	76	OFF	0,342	153	0	N/A
5,571	5:2:0	F4	65	76	OFF	0,342	153	0	N/A
5,786	5:2:96	C#2	37	76	OFF	0,170	76	0	N/A
6,000	5:3:0	F1	29	76	OFF	0,170	76	0	N/A
6,000	5:3:0	F2	41	76	OFF	0,170	76	0	N/A
6,000	5:3:0	F3	53	76	OFF	0,114	51	0	N/A
6,000	5:3:0	F4	65	76	OFF	0,114	51	0	N/A
6,143	5:3:64	F3	53	76	OFF	0,114	51	0	N/A
6,143	5:3:64	F4	65	76	OFF	0,114	51	0	N/A
6,214	5:3:96	G#1	32	76	OFF	0,170	76	0	N/A
6,214	5:3:96	G#2	44	76	OFF	0,170	76	0	N/A
6,286	5:3:128	G#3	56	76	OFF	0,114	51	0	N/A
6,286	5:3:128	G#4	68	76	OFF	0,114	51	0	N/A
6,429	5:4:0	F1	29	76	OFF	0,170	76	0	N/A
6,429	5:4:0	F2	41	76	OFF	0,170	76	0	N/A
6,643	5:4:96	C2	36	76	OFF	0,170	76	0	N/A
6,857	6:1:0	F1	29	76	OFF	0,170	76	0	N/A
6,857	6:1:0	F2	41	76	OFF	0,170	76	0	N/A
6,857	6:1:0	G#3	56	76	OFF	0,629	282	0	N/A
6,857	6:1:0	F4	65	76	OFF	0,629	282	0	N/A
6,857	6:1:0	G#4	68	76	OFF	0,629	282	0	N/A
7,071	6:1:96	C2	36	76	OFF	0,170	76	0	N/A
7,286	6:2:0	F1	29	76	OFF	0,170	76	0	N/A
7,286	6:2:0	F2	41	76	OFF	0,170	76	0	N/A
7,500	6:2:96	C#2	37	76	OFF	0,170	76	0	N/A
7,500	6:2:96	A#3	58	76	OFF	0,201	90	0	N/A
7,500	6:2:96	G4	67	76	OFF	0,201	90	0	N/A
7,500	6:2:96	A#4	70	76	OFF	0,201	90	0	N/A
7,714	6:3:0	F1	29	76	OFF	0,170	76	0	N/A
7,714	6:3:0	F2	41	76	OFF	0,170	76	0	N/A
7,929	6:3:96	C2	36	76	OFF	0,170	76	0	N/A
8,143	6:4:0	F1	29	80	OFF	0,170	76	0	N/A
8,143	6:4:0	F2	41	80	OFF	0,170	76	0	N/A
8,357	6:4:96	C#2	37	80	OFF	0,170	76	0	N/A
8,571	7:1:0	F1	29	76	OFF	0,170	76	0	N/A
8,571	7:1:0	F2	41	76	OFF	0,170	76	0	N/A
8,571	7:1:0	F3	53	76	OFF	0,342	153	0	N/A
8,571	7:1:0	F4	65	76	OFF	0,342	153	0	N/A
8,786	7:1:96	C2	36	76	OFF	0,170	76	0	N/A
9,000	7:2:0	F1	29	76	OFF	0,170	76	0	N/A
9,000	7:2:0	F2	41	76	OFF	0,170	76	0	N/A
9,000	7:2:0	F3	53	76	OFF	0,342	153	0	N/A
9,000	7:2:0	F4	65	76	OFF	0,342	153	0	N/A
9,214	7:2:96	C#2	37	76	OFF	0,170	76	0	N/A
9,429	7:3:0	F1	29	76	OFF	0,170	76	0	N/A
9,429	7:3:0	F2	41	76	OFF	0,170	76	0	N/A
9,429	7:3:0	F3	53	76	OFF	0,114	51	0	N/A
9,429	7:3:0	F4	65	76	OFF	0,114	51	0	N/A
9,571	7:3:64	F3	53	76	OFF	0,114	51	0	N/A
9,571	7:3:64	F4	65	76	OFF	0,114	51	0	N/A
9,643	7:3:96	G#1	32	76	OFF	0,170	76	0	N/A
9,643	7:3:96	G#2	44	76	OFF	0,170	76	0	N/A
9,714	7:3:128	G#3	56	76	OFF	0,114	51	0	N/A
9,714	7:3:128	G#4	68	76	OFF	0,114	51	0	N/A
9,857	7:4:0	F1	29	76	OFF	0,170	76	0	N/A
9,857	7:4:0	F2	41	76	OFF	0,170	76	0	N/A
10,071	7:4:96	C2	36	76	OFF	0,170	76	0	N/A
10,286	8:1:0	F1	29	76	OFF	0,170	76	0	N/A
10,286	8:1:0	F2	41	76	OFF	0,170	76	0	N/A
10,286	8:1:0	A#3	58	76	OFF	0,629	282	0	N/A
10,286	8:1:0	G4	67	76	OFF	0,629	282	0	N/A
10,286	8:1:0	A#4	70	76	OFF	0,629	282	0	N/A
10,500	8:1:96	C2	36	76	OFF	0,170	76	0	N/A
10,714	8:2:0	F1	29	76	OFF	0,170	76	0	N/A
10,714	8:2:0	F2	41	76	OFF	0,170	76	0	N/A
10,929	8:2:96	C2	36	76	OFF	0,170	76	0	N/A
10,929	8:2:96	C#4	61	76	OFF	0,201	90	0	N/A
