Time (s)	Bar:Beat:Tick	Pitch	Note #	Velocity	Sustain	Duration (s)	Duration (tk)	Ch	Program (Inst.)
0,000	1:1:0	F3	53	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
0,000	1:1:0	G#4	68	80	ON	1,497	230	0	0 (Acoustic Grand Piano)
0,625	1:1:96	G#3	56	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
0,625	1:1:96	C4	60	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
1,250	1:2:0	G#3	56	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
1,250	1:2:0	C4	60	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
1,875	1:2:96	G#3	56	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
1,875	1:2:96	C4	60	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
1,875	1:2:96	G4	67	80	ON	0,495	76	0	0 (Acoustic Grand Piano)
2,500	1:3:0	G#3	56	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
2,500	1:3:0	C4	60	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
2,500	1:3:0	F4	65	80	ON	0,996	153	0	0 (Acoustic Grand Piano)
3,125	1:3:96	G#3	56	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
3,125	1:3:96	C4	60	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
3,750	2:1:0	E3	52	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
3,750	2:1:0	G4	67	80	ON	1,999	307	0	0 (Acoustic Grand Piano)
4,375	2:1:96	A#3	58	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
4,375	2:1:96	C4	60	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
5,000	2:2:0	A#3	58	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
5,000	2:2:0	C4	60	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
5,625	2:2:96	G#3	56	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
5,625	2:2:96	C4	60	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
6,250	2:3:0	G#3	56	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
6,250	2:3:0	A#3	58	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
6,250	2:3:0	C5	72	80	ON	0,996	153	0	0 (Acoustic Grand Piano)
6,875	2:3:96	G3	55	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
6,875	2:3:96	A#3	58	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
7,500	3:1:0	F3	53	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
7,500	3:1:0	G#4	68	80	ON	1,497	230	0	0 (Acoustic Grand Piano)
8,125	3:1:96	G#3	56	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
8,125	3:1:96	C4	60	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
8,750	3:2:0	G#3	56	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
8,750	3:2:0	C4	60	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
9,375	3:2:96	G#3	56	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
9,375	3:2:96	C4	60	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
9,375	3:2:96	G4	67	80	ON	0,495	76	0	0 (Acoustic Grand Piano)
10,000	3:3:0	G#3	56	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
10,000	3:3:0	C4	60	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
10,000	3:3:0	F4	65	80	ON	0,996	153	0	0 (Acoustic Grand Piano)
10,625	3:3:96	G#3	56	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
10,625	3:3:96	C4	60	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
11,250	4:1:0	C3	48	64	ON	0,495	76	0	0 (Acoustic Grand Piano)
11,250	4:1:0	F4	65	80	ON	0,586	90	0	0 (Acoustic Grand Piano)
