Time (s)	Bar:Beat:Tick	Pitch	Note #	Velocity	Sustain	Duration (s)	Duration (tk)	Ch	Program (Inst.)
0,000	1:1:0	G#2	44	64	ON	0,330	76	0	N/A
0,000	1:1:0	D#5	75	76	ON	0,330	76	0	N/A
0,000	1:1:0	D#6	87	76	ON	0,330	76	0	N/A
0,417	1:1:96	D#3	51	64	ON	0,330	76	0	N/A
0,417	1:1:96	F5	77	76	ON	0,330	76	0	N/A
0,417	1:1:96	F6	89	76	ON	0,330	76	0	N/A
0,833	1:2:0	G#3	56	64	ON	0,330	76	0	N/A
0,833	1:2:0	G#4	68	76	ON	0,330	76	0	N/A
0,833	1:2:0	G#5	80	76	ON	0,330	76	0	N/A
1,250	1:2:96	G3	55	64	ON	0,330	76	0	N/A
1,250	1:2:96	A#4	70	76	ON	0,330	76	0	N/A
1,250	1:2:96	A#5	82	76	ON	0,330	76	0	N/A
1,667	1:3:0	G#3	56	64	ON	0,330	76	0	N/A
1,667	1:3:0	C5	72	76	ON	0,330	76	0	N/A
1,667	1:3:0	C6	84	76	ON	0,330	76	0	N/A
2,083	1:3:96	C4	60	64	ON	0,330	76	0	N/A
2,083	1:3:96	D#5	75	76	ON	0,330	76	0	N/A
2,083	1:3:96	D#6	87	76	ON	0,330	76	0	N/A
2,500	2:1:0	C#3	49	64	ON	0,330	76	0	N/A
2,500	2:1:0	C#5	73	76	ON	0,330	76	0	N/A
2,500	2:1:0	C#6	85	76	ON	0,330	76	0	N/A
2,917	2:1:96	G#3	56	64	ON	0,330	76	0	N/A
2,917	2:1:96	C5	72	76	ON	0,330	76	0	N/A
2,917	2:1:96	C6	84	76	ON	0,330	76	0	N/A
3,333	2:2:0	F4	65	64	ON	0,330	76	0	N/A
3,333	2:2:0	A#4	70	76	ON	1,332	307	0	N/A
3,333	2:2:0	A#5	82	76	ON	1,332	307	0	N/A
3,750	2:2:96	D#4	63	64	ON	0,330	76	0	N/A
4,167	2:3:0	C#4	61	64	ON	0,330	76	0	N/A
4,583	2:3:96	G#3	56	64	ON	0,330	76	0	N/A
5,000	3:1:0	D#2	39	64	ON	0,330	76	0	N/A
5,000	3:1:0	C5	72	76	ON	0,330	76	0	N/A
5,000	3:1:0	C6	84	76	ON	0,330	76	0	N/A
5,417	3:1:96	A#2	46	64	ON	0,330	76	0	N/A
5,417	3:1:96	C#5	73	76	ON	0,330	76	0	N/A
5,417	3:1:96	C#6	85	76	ON	0,330	76	0	N/A
5,833	3:2:0	D#3	51	64	ON	0,330	76	0	N/A
5,833	3:2:0	G4	67	76	ON	0,330	76	0	N/A
5,833	3:2:0	G5	79	76	ON	0,330	76	0	N/A
6,250	3:2:96	F3	53	64	ON	0,330	76	0	N/A
6,250	3:2:96	G#4	68	76	ON	0,330	76	0	N/A
6,250	3:2:96	G#5	80	76	ON	0,330	76	0	N/A
6,667	3:3:0	G3	55	64	ON	0,330	76	0	N/A
6,667	3:3:0	A#4	70	76	ON	0,330	76	0	N/A
6,667	3:3:0	A#5	82	76	ON	0,330	76	0	N/A
7,083	3:3:96	D#3	51	64	ON	0,330	76	0	N/A
7,083	3:3:96	D#4	63	76	ON	0,330	76	0	N/A
7,083	3:3:96	D#5	75	76	ON	0,330	76	0	N/A
7,500	4:1:0	G#2	44	64	ON	0,330	76	0	N/A
7,500	4:1:0	C#4	61	76	ON	0,664	153	0	N/A
7,500	4:1:0	C#5	73	76	ON	0,664	153	0	N/A
7,917	4:1:96	D#3	51	64	ON	0,330	76	0	N/A
8,333	4:2:0	G#3	56	64	ON	0,330	76	0	N/A
8,333	4:2:0	C4	60	76	ON	1,562	360	0	N/A
8,333	4:2:0	C5	72	76	ON	1,562	360	0	N/A
8,750	4:2:96	A#3	58	64	ON	0,330	76	0	N/A
9,167	4:3:0	C4	60	64	ON	0,664	153	0	N/A
