Time (s)	Bar:Beat:Tick	Pitch	Note #	Velocity	Sustain	Duration (s)	Duration (tk)	Ch	Program (Inst.)
0,000	1:1:0	A#1	34	64	OFF	1,364	192	0	N/A
0,000	1:1:0	A#2	46	64	OFF	1,364	192	0	N/A
1,364	1:2:0	A#1	34	64	OFF	1,364	192	0	N/A
1,364	1:2:0	A#2	46	64	OFF	1,364	192	0	N/A
2,727	1:3:0	C2	36	64	OFF	1,364	192	0	N/A
2,727	1:3:0	C3	48	64	OFF	1,364	192	0	N/A
4,091	1:4:0	C#2	37	64	OFF	1,364	192	0	N/A
4,091	1:4:0	C#3	49	64	OFF	1,364	192	0	N/A
5,455	2:1:0	C#2	37	64	OFF	1,364	192	0	N/A
5,455	2:1:0	C#3	49	64	OFF	1,364	192	0	N/A
6,818	2:2:0	A#1	34	64	OFF	1,364	192	0	N/A
6,818	2:2:0	A#2	46	64	OFF	1,364	192	0	N/A
8,182	2:3:0	C#2	37	64	OFF	1,364	192	0	N/A
8,182	2:3:0	C#3	49	64	OFF	1,364	192	0	N/A
9,545	2:4:0	C2	36	64	OFF	1,364	192	0	N/A
9,545	2:4:0	C3	48	64	OFF	1,364	192	0	N/A
10,909	3:1:0	A1	33	64	OFF	1,364	192	0	N/A
10,909	3:1:0	A2	45	64	OFF	1,364	192	0	N/A
