Time (s)	Bar:Beat:Tick	Pitch	Note #	Velocity	Sustain	Duration (s)	Duration (tk)	Ch	Program (Inst.)
0,000	1:1:0	A2	45	64	ON	0,317	76	0	N/A
0,000	1:1:0	B4	71	80	ON	0,317	76	0	N/A
0,000	1:1:0	D5	74	80	ON	0,317	76	0	N/A
0,000	1:1:0	B5	83	80	ON	0,317	76	0	N/A
0,400	1:1:96	E3	52	64	ON	0,317	76	0	N/A
0,400	1:1:96	C#5	73	80	ON	1,679	403	0	N/A
0,400	1:1:96	C#6	85	80	ON	1,679	403	0	N/A
0,800	1:2:0	A3	57	64	ON	0,317	76	0	N/A
1,200	1:2:96	B3	59	64	ON	0,317	76	0	N/A
1,600	1:3:0	C#4	61	64	ON	0,317	76	0	N/A
2,000	1:3:96	B3	59	64	ON	0,317	76	0	N/A
2,400	1:4:0	A3	57	64	ON	0,317	76	0	N/A
2,400	1:4:0	E5	76	80	ON	0,750	180	0	N/A
2,400	1:4:0	E6	88	80	ON	0,750	180	0	N/A
2,800	1:4:96	E3	52	64	ON	0,317	76	0	N/A
3,200	2:1:0	A2	45	64	ON	0,317	76	0	N/A
3,200	2:1:0	E5	76	80	ON	0,317	76	0	N/A
3,200	2:1:0	G#5	80	80	ON	0,317	76	0	N/A
3,200	2:1:0	E6	88	80	ON	0,317	76	0	N/A
3,600	2:1:96	E3	52	64	ON	0,317	76	0	N/A
3,600	2:1:96	F#5	78	80	ON	0,317	76	0	N/A
3,600	2:1:96	F#6	90	80	ON	0,317	76	0	N/A
4,000	2:2:0	A3	57	64	ON	0,317	76	0	N/A
4,000	2:2:0	A4	69	80	ON	1,279	307	0	N/A
4,000	2:2:0	A5	81	80	ON	1,279	307	0	N/A
4,400	2:2:96	B3	59	64	ON	0,317	76	0	N/A
4,800	2:3:0	C#4	61	64	ON	0,317	76	0	N/A
5,200	2:3:96	B3	59	64	ON	0,317	76	0	N/A
5,600	2:4:0	A3	57	64	ON	0,317	76	0	N/A
5,600	2:4:0	B4	71	80	ON	0,750	180	0	N/A
5,600	2:4:0	B5	83	80	ON	0,750	180	0	N/A
6,000	2:4:96	E3	52	64	ON	0,317	76	0	N/A
6,400	3:1:0	D2	38	64	ON	0,317	76	0	N/A
6,400	3:1:0	B4	71	80	ON	0,317	76	0	N/A
6,400	3:1:0	D5	74	80	ON	0,317	76	0	N/A
6,400	3:1:0	B5	83	80	ON	0,317	76	0	N/A
6,800	3:1:96	A2	45	64	ON	0,317	76	0	N/A
6,800	3:1:96	C#5	73	80	ON	0,317	76	0	N/A
6,800	3:1:96	C#6	85	80	ON	0,317	76	0	N/A
7,200	3:2:0	D3	50	64	ON	0,317	76	0	N/A
7,200	3:2:0	A4	69	80	ON	1,279	307	0	N/A
7,200	3:2:0	C#5	73	80	ON	1,279	307	0	N/A
7,200	3:2:0	A5	81	80	ON	1,279	307	0	N/A
7,600	3:2:96	E3	52	64	ON	0,317	76	0	N/A
8,000	3:3:0	F#3	54	64	ON	0,317	76	0	N/A
8,400	3:3:96	A3	57	64	ON	0,317	76	0	N/A
8,800	3:4:0	D4	62	64	ON	0,317	76	0	N/A
8,800	3:4:0	F#4	66	80	ON	0,750	180	0	N/A
8,800	3:4:0	F#5	78	80	ON	0,750	180	0	N/A
9,200	3:4:96	D3	50	64	ON	0,317	76	0	N/A
9,600	4:1:0	E2	40	64	ON	0,375	90	0	N/A
9,600	4:1:0	B4	71	80	ON	3,000	720	0	N/A
9,600	4:1:0	B5	83	80	ON	3,000	720	0	N/A
10,000	4:1:96	B2	47	64	ON	0,317	76	0	N/A
10,400	4:2:0	E3	52	64	ON	0,317	76	0	N/A
10,800	4:2:96	F#3	54	64	ON	0,317	76	0	N/A
11,200	4:3:0	G#3	56	64	ON	0,317	76	0	N/A
11,600	4:3:96	B3	59	64	ON	0,317	76	0	N/A
12,000	4:4:0	D4	62	64	ON	0,317	76	0	N/A
12,400	4:4:96	B3	59	64	ON	0,317	76	0	N/A
