Time (s)	Bar:Beat:Tick	Pitch	Note #	Velocity	Sustain	Duration (s)	Duration (tk)	Ch	Program (Inst.)
0,000	1:1:0	C#2	37	80	ON	0,072	23	0	N/A
0,000	1:1:0	C#3	49	80	ON	0,072	23	0	N/A
0,075	1:1:24	D#2	39	80	ON	0,072	23	0	N/A
0,075	1:1:24	D#3	51	80	ON	0,072	23	0	N/A
0,150	1:1:48	F2	41	80	ON	0,072	23	0	N/A
0,150	1:1:48	F3	53	80	ON	0,072	23	0	N/A
0,225	1:1:72	F#2	42	80	ON	0,072	23	0	N/A
0,225	1:1:72	F#3	54	80	ON	0,072	23	0	N/A
0,300	1:1:96	A#2	46	80	ON	0,072	23	0	N/A
0,300	1:1:96	A#3	58	80	ON	0,072	23	0	N/A
0,375	1:1:120	G#2	44	80	ON	0,072	23	0	N/A
0,375	1:1:120	G#3	56	80	ON	0,072	23	0	N/A
0,450	1:1:144	F2	41	80	ON	0,072	23	0	N/A
0,450	1:1:144	F3	53	80	ON	0,072	23	0	N/A
0,525	1:1:168	C3	48	80	ON	0,072	23	0	N/A
0,525	1:1:168	C4	60	80	ON	0,072	23	0	N/A
0,600	1:2:0	C#3	49	80	ON	0,072	23	0	N/A
0,600	1:2:0	C#4	61	80	ON	0,072	23	0	N/A
0,675	1:2:24	F#1	30	80	ON	0,072	23	0	N/A
0,675	1:2:24	F#2	42	80	ON	0,072	23	0	N/A
0,675	1:2:24	F#3	54	80	ON	0,072	23	0	N/A
0,675	1:2:24	F#4	66	80	ON	0,072	23	0	N/A
1,200	2:1:0	A#1	34	80	ON	0,959	307	0	N/A
1,200	2:1:0	F2	41	80	ON	0,959	307	0	N/A
1,200	2:1:0	A#2	46	80	ON	0,959	307	0	N/A
1,800	2:2:0	C#4	61	64	ON	0,119	38	0	N/A
1,800	2:2:0	F4	65	64	ON	0,119	38	0	N/A
1,950	2:2:48	C#4	61	64	ON	0,119	38	0	N/A
1,950	2:2:48	F4	65	64	ON	0,119	38	0	N/A
2,100	2:2:96	C#4	61	64	ON	0,119	38	0	N/A
2,100	2:2:96	F4	65	64	ON	0,119	38	0	N/A
2,250	2:2:144	C#4	61	64	ON	0,119	38	0	N/A
2,250	2:2:144	F4	65	64	ON	0,119	38	0	N/A
2,400	3:1:0	G#1	32	64	ON	0,959	307	0	N/A
2,400	3:1:0	E2	40	64	ON	0,959	307	0	N/A
2,400	3:1:0	G#2	44	64	ON	0,959	307	0	N/A
2,400	3:1:0	C#4	61	64	ON	0,119	38	0	N/A
2,400	3:1:0	E4	64	64	ON	0,119	38	0	N/A
2,400	3:1:0	G#4	68	64	ON	0,119	38	0	N/A
2,550	3:1:48	C#4	61	64	ON	0,119	38	0	N/A
2,550	3:1:48	E4	64	64	ON	0,119	38	0	N/A
2,550	3:1:48	G#4	68	64	ON	0,119	38	0	N/A
2,700	3:1:96	C#4	61	64	ON	0,119	38	0	N/A
2,700	3:1:96	E4	64	64	ON	0,119	38	0	N/A
2,700	3:1:96	G#4	68	64	ON	0,119	38	0	N/A
2,850	3:1:144	C#4	61	64	ON	0,119	38	0	N/A
2,850	3:1:144	E4	64	64	ON	0,119	38	0	N/A
2,850	3:1:144	G#4	68	64	ON	0,119	38	0	N/A
3,000	3:2:0	C#4	61	64	ON	0,119	38	0	N/A
3,000	3:2:0	E4	64	64	ON	0,119	38	0	N/A
3,000	3:2:0	G#4	68	64	ON	0,119	38	0	N/A
3,150	3:2:48	C#4	61	64	ON	0,119	38	0	N/A
3,150	3:2:48	E4	64	64	ON	0,119	38	0	N/A
3,150	3:2:48	G#4	68	64	ON	0,119	38	0	N/A
3,300	3:2:96	C#4	61	64	ON	0,119	38	0	N/A
3,300	3:2:96	E4	64	64	ON	0,119	38	0	N/A
3,300	3:2:96	G#4	68	64	ON	0,119	38	0	N/A
3,450	3:2:144	C#4	61	64	ON	0,119	38	0	N/A
3,450	3:2:144	E4	64	64	ON	0,119	38	0	N/A
3,450	3:2:144	G#4	68	64	ON	0,119	38	0	N/A
3,600	4:1:0	A#1	34	64	ON	4,559	1459	0	N/A
3,600	4:1:0	F2	41	64	ON	4,559	1459	0	N/A
3,600	4:1:0	A#2	46	64	ON	4,559	1459	0	N/A
3,600	4:1:0	C#4	61	64	ON	0,119	38	0	N/A
3,600	4:1:0	F4	65	64	ON	0,119	38	0	N/A
3,750	4:1:48	C#4	61	64	ON	0,119	38	0	N/A
3,750	4:1:48	F4	65	64	ON	0,119	38	0	N/A
3,900	4:1:96	C#4	61	64	ON	0,119	38	0	N/A
3,900	4:1:96	F4	65	64	ON	0,119	38	0	N/A
4,050	4:1:144	C#4	61	64	ON	0,119	38	0	N/A
4,050	4:1:144	F4	65	64	ON	0,119	38	0	N/A
4,200	4:2:0	C#4	61	64	ON	0,119	38	0	N/A
4,200	4:2:0	F4	65	64	ON	0,119	38	0	N/A
4,350	4:2:48	C#4	61	64	ON	0,119	38	0	N/A
4,350	4:2:48	F4	65	64	ON	0,119	38	0	N/A
4,500	4:2:96	C#4	61	64	ON	0,119	38	0	N/A
4,500	4:2:96	F4	65	64	ON	0,119	38	0	N/A
4,650	4:2:144	C#4	61	64	ON	3,509	1123	0	N/A
4,650	4:2:144	F4	65	64	ON	3,509	1123	0	N/A
8,400	8:1:0	C#2	37	80	ON	0,072	23	0	N/A
8,400	8:1:0	C#3	49	80	ON	0,072	23	0	N/A
8,475	8:1:24	D#2	39	80	ON	0,072	23	0	N/A
8,475	8:1:24	D#3	51	80	ON	0,072	23	0	N/A
8,550	8:1:48	F2	41	80	ON	0,072	23	0	N/A
8,550	8:1:48	F3	53	80	ON	0,072	23	0	N/A
8,625	8:1:72	F#2	42	80	ON	0,072	23	0	N/A
8,625	8:1:72	F#3	54	80	ON	0,072	23	0	N/A
8,700	8:1:96	A#2	46	80	ON	0,072	23	0	N/A
8,700	8:1:96	A#3	58	80	ON	0,072	23	0	N/A
8,775	8:1:120	G#2	44	80	ON	0,072	23	0	N/A
8,775	8:1:120	G#3	56	80	ON	0,072	23	0	N/A
8,850	8:1:144	F2	41	80	ON	0,072	23	0	N/A
8,850	8:1:144	F3	53	80	ON	0,072	23	0	N/A
8,925	8:1:168	C3	48	80	ON	0,072	23	0	N/A
8,925	8:1:168	C4	60	80	ON	0,072	23	0	N/A
9,000	8:2:0	C#3	49	80	ON	0,072	23	0	N/A
9,000	8:2:0	C#4	61	80	ON	0,072	23	0	N/A
9,075	8:2:24	F#1	30	80	ON	0,072	23	0	N/A
9,075	8:2:24	F#2	42	80	ON	0,072	23	0	N/A
9,075	8:2:24	F#3	54	80	ON	0,072	23	0	N/A
9,075	8:2:24	F#4	66	80	ON	0,072	23	0	N/A
9,600	9:1:0	A#1	34	80	ON	1,200	384	0	N/A
9,600	9:1:0	F2	41	80	ON	1,200	384	0	N/A
9,600	9:1:0	A#2	46	80	ON	1,200	384	0	N/A
10,200	9:2:0	C#4	61	64	ON	0,119	38	0	N/A
10,200	9:2:0	F4	65	64	ON	0,119	38	0	N/A
10,350	9:2:48	C#4	61	64	ON	0,119	38	0	N/A
10,350	9:2:48	F#4	66	64	ON	0,119	38	0	N/A
10,500	9:2:96	C#4	61	64	ON	0,119	38	0	N/A
10,500	9:2:96	F#4	66	64	ON	0,119	38	0	N/A
10,650	9:2:144	C#4	61	64	ON	0,119	38	0	N/A
10,650	9:2:144	F#4	66	64	ON	0,119	38	0	N/A
10,800	10:1:0	F#1	30	80	ON	0,563	180	0	N/A
10,800	10:1:0	C#2	37	80	ON	0,563	180	0	N/A
10,800	10:1:0	F#2	42	80	ON	0,563	180	0	N/A
10,800	10:1:0	C#4	61	64	ON	0,563	180	0	N/A
10,800	10:1:0	F#4	66	64	ON	0,563	180	0	N/A
