Time (s)	Bar:Beat:Tick	Pitch	Note #	Velocity	Sustain	Duration (s)	Duration (tk)	Ch	Program (Inst.)
0,000	1:1:0	C4	60	80	ON	3,832	883	0	N/A
0,000	1:1:0	G4	67	80	ON	3,832	883	0	N/A
0,000	1:1:0	A#5	82	64	ON	0,330	76	0	N/A
0,417	1:1:96	G5	79	64	ON	0,330	76	0	N/A
0,833	1:2:0	G#5	80	64	ON	0,330	76	0	N/A
1,250	1:2:96	F5	77	64	ON	0,330	76	0	N/A
1,667	1:3:0	G5	79	64	ON	0,330	76	0	N/A
2,083	1:3:96	D#5	75	64	ON	0,330	76	0	N/A
2,500	2:1:0	A#5	82	64	ON	0,330	76	0	N/A
2,917	2:1:96	G5	79	64	ON	0,330	76	0	N/A
3,333	2:2:0	G#5	80	64	ON	0,330	76	0	N/A
3,750	2:2:96	F5	77	64	ON	0,330	76	0	N/A
4,167	2:3:0	G5	79	64	ON	0,330	76	0	N/A
4,583	2:3:96	D#5	75	64	ON	0,330	76	0	N/A
4,792	2:3:144	G2	43	80	ON	2,205	508	0	N/A
5,000	3:1:0	C2	36	80	ON	1,997	460	0	N/A
5,000	3:1:0	A#5	82	64	ON	0,330	76	0	N/A
5,417	3:1:96	G5	79	64	ON	0,330	76	0	N/A
5,833	3:2:0	G#5	80	64	ON	0,330	76	0	N/A
6,250	3:2:96	F5	77	64	ON	0,330	76	0	N/A
6,667	3:3:0	G5	79	64	ON	0,330	76	0	N/A
7,083	3:3:96	D#5	75	64	ON	0,330	76	0	N/A
7,500	4:1:0	G#3	56	80	ON	1,997	460	0	N/A
7,500	4:1:0	D#4	63	80	ON	1,997	460	0	N/A
7,500	4:1:0	G#4	68	80	ON	1,997	460	0	N/A
7,500	4:1:0	B5	83	64	ON	0,330	76	0	N/A
7,917	4:1:96	G#5	80	64	ON	0,330	76	0	N/A
8,333	4:2:0	A#5	82	64	ON	0,330	76	0	N/A
8,750	4:2:96	F#5	78	64	ON	0,330	76	0	N/A
9,167	4:3:0	G#5	80	64	ON	0,330	76	0	N/A
9,583	4:3:96	E5	76	64	ON	0,330	76	0	N/A
