Time (s)	Bar:Beat:Tick	Pitch	Note #	Velocity	Sustain	Duration (s)	Duration (tk)	Ch	Program (Inst.)
0,000	1:1:0	D2	38	80	ON	0,637	153	0	N/A
0,000	1:1:0	F2	41	80	ON	0,637	153	0	N/A
0,000	1:1:0	A2	45	80	ON	0,637	153	0	N/A
0,000	1:1:0	D3	50	80	ON	0,637	153	0	N/A
0,800	1:2:0	D2	38	80	ON	0,637	153	0	N/A
0,800	1:2:0	F2	41	80	ON	0,637	153	0	N/A
0,800	1:2:0	A2	45	80	ON	0,637	153	0	N/A
0,800	1:2:0	D3	50	80	ON	0,637	153	0	N/A
1,600	1:3:0	D2	38	80	ON	0,637	153	0	N/A
1,600	1:3:0	F2	41	80	ON	0,637	153	0	N/A
1,600	1:3:0	A2	45	80	ON	0,637	153	0	N/A
1,600	1:3:0	D3	50	80	ON	0,637	153	0	N/A
2,400	1:4:0	F3	53	80	ON	0,158	38	0	N/A
2,400	1:4:0	A3	57	80	ON	0,158	38	0	N/A
2,400	1:4:0	F4	65	80	ON	0,158	38	0	N/A
2,558	1:4:38	A2	45	80	ON	0,158	38	0	N/A
2,558	1:4:38	D3	50	80	ON	0,158	38	0	N/A
2,558	1:4:38	A3	57	80	ON	0,158	38	0	N/A
2,717	1:4:76	D3	50	80	ON	0,162	39	0	N/A
2,717	1:4:76	F3	53	80	ON	0,162	39	0	N/A
2,717	1:4:76	D4	62	80	ON	0,162	39	0	N/A
2,879	1:4:115	F2	41	80	ON	0,158	38	0	N/A
2,879	1:4:115	D3	50	80	ON	0,158	38	0	N/A
2,879	1:4:115	F3	53	80	ON	0,158	38	0	N/A
3,038	1:4:153	A2	45	80	ON	0,163	39	0	N/A
3,038	1:4:153	D3	50	80	ON	0,163	39	0	N/A
3,038	1:4:153	A3	57	80	ON	0,163	39	0	N/A
3,200	2:1:0	B1	35	80	ON	0,637	153	0	N/A
3,200	2:1:0	D2	38	80	ON	0,637	153	0	N/A
3,200	2:1:0	F#2	42	80	ON	0,637	153	0	N/A
3,200	2:1:0	B2	47	80	ON	0,637	153	0	N/A
4,000	2:2:0	B1	35	80	ON	0,638	153	0	N/A
4,000	2:2:0	D2	38	80	ON	0,638	153	0	N/A
4,000	2:2:0	F#2	42	80	ON	0,638	153	0	N/A
4,000	2:2:0	B2	47	80	ON	0,638	153	0	N/A
4,800	2:3:0	B1	35	80	ON	0,638	153	0	N/A
4,800	2:3:0	D2	38	80	ON	0,638	153	0	N/A
4,800	2:3:0	F#2	42	80	ON	0,638	153	0	N/A
4,800	2:3:0	B2	47	80	ON	0,638	153	0	N/A
5,600	2:4:0	B2	47	80	ON	0,158	38	0	N/A
5,600	2:4:0	F#3	54	80	ON	0,158	38	0	N/A
5,600	2:4:0	B3	59	80	ON	0,158	38	0	N/A
5,758	2:4:38	F#2	42	80	ON	0,158	38	0	N/A
5,758	2:4:38	B2	47	80	ON	0,158	38	0	N/A
5,758	2:4:38	F#3	54	80	ON	0,158	38	0	N/A
5,917	2:4:76	D3	50	80	ON	0,162	39	0	N/A
5,917	2:4:76	F#3	54	80	ON	0,162	39	0	N/A
5,917	2:4:76	D4	62	80	ON	0,162	39	0	N/A
6,079	2:4:115	B2	47	80	ON	0,158	38	0	N/A
6,079	2:4:115	F#3	54	80	ON	0,158	38	0	N/A
6,079	2:4:115	B3	59	80	ON	0,158	38	0	N/A
6,237	2:4:153	F#3	54	80	ON	0,163	39	0	N/A
6,237	2:4:153	B3	59	80	ON	0,163	39	0	N/A
6,237	2:4:153	F#4	66	80	ON	0,163	39	0	N/A
6,400	3:1:0	G#2	44	80	ON	0,637	153	0	N/A
6,400	3:1:0	D#3	51	80	ON	0,637	153	0	N/A
6,400	3:1:0	G#3	56	80	ON	0,637	153	0	N/A
7,200	3:2:0	G#2	44	80	ON	0,637	153	0	N/A
7,200	3:2:0	D#3	51	80	ON	0,637	153	0	N/A
7,200	3:2:0	G#3	56	80	ON	0,637	153	0	N/A
8,000	3:3:0	G#2	44	80	ON	0,637	153	0	N/A
8,000	3:3:0	D#3	51	80	ON	0,637	153	0	N/A
8,000	3:3:0	G#3	56	80	ON	0,637	153	0	N/A
8,800	3:4:0	G#3	56	80	ON	0,158	38	0	N/A
8,800	3:4:0	B3	59	80	ON	0,158	38	0	N/A
8,800	3:4:0	G#4	68	80	ON	0,158	38	0	N/A
8,958	3:4:38	B2	47	80	ON	0,158	38	0	N/A
8,958	3:4:38	G#3	56	80	ON	0,158	38	0	N/A
8,958	3:4:38	B3	59	80	ON	0,158	38	0	N/A
9,117	3:4:76	D#3	51	80	ON	0,162	39	0	N/A
9,117	3:4:76	B3	59	80	ON	0,162	39	0	N/A
9,117	3:4:76	D#4	63	80	ON	0,162	39	0	N/A
9,279	3:4:115	G#2	44	80	ON	0,158	38	0	N/A
9,279	3:4:115	D#3	51	80	ON	0,158	38	0	N/A
9,279	3:4:115	G#3	56	80	ON	0,158	38	0	N/A
9,438	3:4:153	B2	47	80	ON	0,162	39	0	N/A
9,438	3:4:153	G#3	56	80	ON	0,162	39	0	N/A
9,438	3:4:153	B3	59	80	ON	0,162	39	0	N/A
9,600	4:1:0	F1	29	80	ON	1,917	460	0	N/A
9,600	4:1:0	C2	36	80	ON	1,917	460	0	N/A
9,600	4:1:0	F2	41	80	ON	1,917	460	0	N/A
