Time (s)	Bar:Beat:Tick	Pitch	Note #	Velocity	Sustain	Duration (s)	Duration (tk)	Ch	Program (Inst.)
0,000	1:1:0	D2	38	76	OFF	0,150	48	0	N/A
0,300	1:1:96	E2	40	76	OFF	0,150	48	0	N/A
0,600	1:2:0	F2	41	76	OFF	0,150	48	0	N/A
0,900	1:2:96	G2	43	76	OFF	0,150	48	0	N/A
1,200	1:3:0	A2	45	76	OFF	0,150	48	0	N/A
1,500	1:3:96	A#2	46	76	OFF	0,150	48	0	N/A
1,800	2:1:0	D2	38	76	OFF	0,150	48	0	N/A
1,800	2:1:0	A2	45	76	OFF	0,150	48	0	N/A
2,100	2:1:96	E2	40	76	OFF	0,150	48	0	N/A
2,100	2:1:96	A#2	46	76	OFF	0,150	48	0	N/A
2,400	2:2:0	F2	41	76	OFF	0,150	48	0	N/A
2,400	2:2:0	C3	48	76	OFF	0,150	48	0	N/A
2,700	2:2:96	G2	43	76	OFF	0,150	48	0	N/A
2,700	2:2:96	D3	50	76	OFF	0,150	48	0	N/A
3,000	2:3:0	A2	45	76	OFF	0,150	48	0	N/A
3,000	2:3:0	E3	52	76	OFF	0,150	48	0	N/A
3,300	2:3:96	A#2	46	76	OFF	0,150	48	0	N/A
3,300	2:3:96	F3	53	76	OFF	0,150	48	0	N/A
3,600	3:1:0	D2	38	76	OFF	0,150	48	0	N/A
3,600	3:1:0	A2	45	76	OFF	0,150	48	0	N/A
3,600	3:1:0	D3	50	76	OFF	0,150	48	0	N/A
3,900	3:1:96	E2	40	76	OFF	0,150	48	0	N/A
3,900	3:1:96	A#2	46	76	OFF	0,150	48	0	N/A
3,900	3:1:96	E3	52	76	OFF	0,150	48	0	N/A
4,200	3:2:0	F2	41	76	OFF	0,150	48	0	N/A
4,200	3:2:0	C3	48	76	OFF	0,150	48	0	N/A
4,200	3:2:0	F3	53	76	OFF	0,150	48	0	N/A
4,500	3:2:96	G2	43	76	OFF	0,150	48	0	N/A
4,500	3:2:96	D3	50	76	OFF	0,150	48	0	N/A
4,500	3:2:96	G3	55	76	OFF	0,150	48	0	N/A
4,800	3:3:0	A2	45	76	OFF	0,150	48	0	N/A
4,800	3:3:0	E3	52	76	OFF	0,150	48	0	N/A
4,800	3:3:0	A3	57	76	OFF	0,150	48	0	N/A
5,100	3:3:96	A#2	46	76	OFF	0,150	48	0	N/A
5,100	3:3:96	F3	53	76	OFF	0,150	48	0	N/A
5,100	3:3:96	A#3	58	76	OFF	0,150	48	0	N/A
5,400	4:1:0	D2	38	76	OFF	0,150	48	0	N/A
5,400	4:1:0	A2	45	76	OFF	0,150	48	0	N/A
5,400	4:1:0	D3	50	76	OFF	0,150	48	0	N/A
5,400	4:1:0	A3	57	76	OFF	0,150	48	0	N/A
5,700	4:1:96	E2	40	76	OFF	0,150	48	0	N/A
5,700	4:1:96	A#2	46	76	OFF	0,150	48	0	N/A
5,700	4:1:96	E3	52	76	OFF	0,150	48	0	N/A
5,700	4:1:96	A#3	58	76	OFF	0,150	48	0	N/A
6,000	4:2:0	F2	41	76	OFF	0,150	48	0	N/A
6,000	4:2:0	C3	48	76	OFF	0,150	48	0	N/A
6,000	4:2:0	F3	53	76	OFF	0,150	48	0	N/A
6,000	4:2:0	C4	60	76	OFF	0,150	48	0	N/A
6,300	4:2:96	G2	43	76	OFF	0,150	48	0	N/A
6,300	4:2:96	D3	50	76	OFF	0,150	48	0	N/A
6,300	4:2:96	G3	55	76	OFF	0,150	48	0	N/A
6,300	4:2:96	D4	62	76	OFF	0,150	48	0	N/A
6,600	4:3:0	A2	45	76	OFF	0,150	48	0	N/A
6,600	4:3:0	E3	52	76	OFF	0,150	48	0	N/A
6,600	4:3:0	A3	57	76	OFF	0,150	48	0	N/A
6,600	4:3:0	E4	64	76	OFF	0,150	48	0	N/A
6,900	4:3:96	A#2	46	76	OFF	0,150	48	0	N/A
6,900	4:3:96	F3	53	76	OFF	0,150	48	0	N/A
6,900	4:3:96	A#3	58	76	OFF	0,150	48	0	N/A
6,900	4:3:96	F4	65	76	OFF	0,150	48	0	N/A
7,200	5:1:0	D2	38	76	OFF	0,150	48	0	N/A
7,200	5:1:0	A2	45	76	OFF	0,150	48	0	N/A
7,200	5:1:0	D3	50	76	OFF	0,150	48	0	N/A
7,200	5:1:0	D4	62	76	OFF	0,237	76	0	N/A
7,200	5:1:0	F4	65	76	OFF	0,237	76	0	N/A
7,200	5:1:0	A4	69	76	OFF	0,237	76	0	N/A
7,500	5:1:96	E2	40	76	OFF	0,150	48	0	N/A
7,500	5:1:96	A#2	46	76	OFF	0,150	48	0	N/A
7,500	5:1:96	E3	52	76	OFF	0,150	48	0	N/A
7,500	5:1:96	D4	62	76	OFF	0,078	25	0	N/A
7,500	5:1:96	F4	65	76	OFF	0,078	25	0	N/A
7,500	5:1:96	A4	69	76	OFF	0,078	25	0	N/A
7,600	5:1:128	D4	62	76	OFF	0,078	25	0	N/A
7,600	5:1:128	F4	65	76	OFF	0,078	25	0	N/A
7,600	5:1:128	A4	69	76	OFF	0,078	25	0	N/A
7,700	5:1:160	D4	62	76	OFF	0,078	25	0	N/A
7,700	5:1:160	F4	65	76	OFF	0,078	25	0	N/A
7,700	5:1:160	A4	69	76	OFF	0,078	25	0	N/A
7,800	5:2:0	F2	41	76	OFF	0,150	48	0	N/A
7,800	5:2:0	C3	48	76	OFF	0,150	48	0	N/A
7,800	5:2:0	F3	53	76	OFF	0,150	48	0	N/A
7,800	5:2:0	D4	62	76	OFF	0,237	76	0	N/A
7,800	5:2:0	F4	65	76	OFF	0,237	76	0	N/A
7,800	5:2:0	A4	69	76	OFF	0,237	76	0	N/A
8,100	5:2:96	G2	43	76	OFF	0,150	48	0	N/A
8,100	5:2:96	D3	50	76	OFF	0,150	48	0	N/A
